drug1	drug2	Label
DB00990	DB01211	89
DB09080	DB06414	89
DB09068	DB01319	89
DB01159	DB00619	89
DB00860	DB00176	89
DB11560	DB00263	89
DB00250	DB00263	89
DB05676	DB00270	89
DB01410	DB08865	89
DB01138	DB01319	89
DB00751	DB01156	89
DB00250	DB00705	89
DB09236	DB04855	89
DB00946	DB06414	89
DB01219	DB01026	89
DB11828	DB01264	89
DB00176	DB09120	89
DB06770	DB01685	89
DB00361	DB06708	89
DB11828	DB01263	89
DB01435	DB00359	89
DB01107	DB01403	89
DB00925	DB01232	89
DB00751	DB00976	89
DB01261	DB01319	89
DB00617	DB00619	89
DB00933	DB08893	89
DB01223	DB09065	89
DB00863	DB00420	89
DB11560	DB00196	89
DB01067	DB06414	89
DB11641	DB00196	89
DB01036	DB00363	89
DB00625	DB00257	89
DB13941	DB00243	89
DB00625	DB00254	89
DB06144	DB00283	89
DB00914	DB00476	89
DB00914	DB00477	89
DB00914	DB00472	89
DB06144	DB00285	89
DB14011	DB00254	89
DB14011	DB00257	89
DB06144	DB00289	89
DB06292	DB01075	89
DB00842	DB01026	89
DB00425	DB00951	89
DB14011	DB01124	89
DB00623	DB01075	89
DB05109	DB08893	89
DB00586	DB00313	89
DB06148	DB00857	89
DB00865	DB00203	89
DB00865	DB00208	89
DB01357	DB00440	89
DB00455	DB01167	89
DB04871	DB00468	89
DB11642	DB14033	89
DB00425	DB01029	89
DB09026	DB01263	89
DB09026	DB01264	89
DB00490	DB09238	89
DB01218	DB00458	89
DB00321	DB08893	89
DB00980	DB09074	89
DB00554	DB05219	89
DB00533	DB09167	89
DB01197	DB00224	89
DB00499	DB01264	89
DB00499	DB01263	89
DB00916	DB00549	89
DB00580	DB00208	89
DB00580	DB00205	89
DB01216	DB00320	89
DB00580	DB00203	89
DB12278	DB11672	89
DB00342	DB00951	89
DB01544	DB00215	89
DB01050	DB00622	89
DB00264	DB01241	89
DB01261	DB00199	89
DB04938	DB01151	89
DB11641	DB01319	89
DB00688	DB01167	89
DB00906	DB00243	89
DB00906	DB00246	89
DB00180	DB06636	89
DB00220	DB09120	89
DB00471	DB00270	89
DB00906	DB01118	89
DB00471	DB05812	89
DB00688	DB00412	89
DB06772	DB05219	89
DB01234	DB01211	89
DB01595	DB01118	89
DB00296	DB00254	89
DB00296	DB00257	89
DB00554	DB00486	89
DB01588	DB08865	89
DB01623	DB00207	89
DB01623	DB00201	89
DB00590	DB00169	89
DB01211	DB09119	89
DB00917	DB12332	89
DB00796	DB14033	89
DB01028	DB00300	89
DB00864	DB06203	89
DB00261	DB06595	89
DB06268	DB01026	89
DB06268	DB01029	89
DB01177	DB00263	89
DB05271	DB08893	89
DB01177	DB00268	89
DB01183	DB04868	89
DB00943	DB00907	89
DB00266	DB00322	89
DB01264	DB00263	89
DB00475	DB00496	89
DB00575	DB00619	89
DB00426	DB00227	89
DB00426	DB00224	89
DB00526	DB00238	89
DB00426	DB00220	89
DB06282	DB00270	89
DB04938	DB00289	89
DB04938	DB00285	89
DB04938	DB00283	89
DB00502	DB05521	89
DB11581	DB01072	89
DB00909	DB00285	89
DB00748	DB00412	89
DB00909	DB00283	89
DB01110	DB08873	89
DB04841	DB00679	89
DB04841	DB00678	89
DB11633	DB14033	89
DB08912	DB00196	89
DB00794	DB00752	89
DB00412	DB00549	89
DB00381	DB08873	89
DB00482	DB01241	89
DB01156	DB00379	89
DB00997	DB01601	89
DB11799	DB04868	89
DB00983	DB01118	89
DB00361	DB00257	89
DB00758	DB01319	89
DB00401	DB05521	89
DB01236	DB08865	89
DB00567	DB00333	89
DB00953	DB09198	89
DB00356	DB00091	89
DB00339	DB09054	89
DB01409	DB00582	89
DB01236	DB00320	89
DB11995	DB00220	89
DB00471	DB01601	89
DB00835	DB08865	89
DB03756	DB01118	89
DB01393	DB00203	89
DB11274	DB00227	89
DB11274	DB00224	89
DB00805	DB00363	89
DB01393	DB00208	89
DB11274	DB00220	89
DB11995	DB00227	89
DB08910	DB00619	89
DB00641	DB00477	89
DB00370	DB00208	89
DB11995	DB00224	89
DB00370	DB00203	89
DB00370	DB00201	89
DB00370	DB00207	89
DB00669	DB09245	89
DB00370	DB00205	89
DB00377	DB05521	89
DB00669	DB09244	89
DB00554	DB08816	89
DB09061	DB08865	89
DB01041	DB00177	89
DB00455	DB00752	89
DB04841	DB01101	89
DB00136	DB05521	89
DB06777	DB08865	89
DB00546	DB00224	89
DB13874	DB01149	89
DB00546	DB00227	89
DB00546	DB00220	89
DB00401	DB01601	89
DB01156	DB01029	89
DB00250	DB12332	89
DB00482	DB14033	89
DB00514	DB00907	89
DB01156	DB01023	89
DB01259	DB14033	89
DB01156	DB01026	89
DB09078	DB09054	89
DB06204	DB00359	89
DB09078	DB01264	89
DB01409	DB00320	89
DB09078	DB01263	89
DB00381	DB01264	89
DB01591	DB00639	89
DB00455	DB04868	89
DB04835	DB14033	89
DB01303	DB00188	89
DB06264	DB00176	89
DB00857	DB05219	89
DB01191	DB01403	89
DB00864	DB06605	89
DB09061	DB09119	89
DB04855	DB00951	89
DB13179	DB00285	89
DB13179	DB00283	89
DB00239	DB00196	89
DB13179	DB00289	89
DB00404	DB01029	89
DB00997	DB05521	89
DB09061	DB00472	89
DB01393	DB00976	89
DB11799	DB00619	89
DB06264	DB00281	89
DB01054	DB00208	89
DB00575	DB00976	89
DB13944	DB01232	89
DB01171	DB00544	89
DB01621	DB09054	89
DB00091	DB00257	89
DB00091	DB00251	89
DB01396	DB00246	89
DB00553	DB04855	89
DB00425	DB01241	89
DB00678	DB01167	89
DB00987	DB00320	89
DB00239	DB00220	89
DB00757	DB00169	89
DB00239	DB00224	89
DB06264	DB11672	89
DB00805	DB09118	89
DB06742	DB00091	89
DB00514	DB09198	89
DB00683	DB00188	89
DB00898	DB00619	89
DB13952	DB00705	89
DB04871	DB00608	89
DB05541	DB00398	89
DB13941	DB00582	89
DB06803	DB01095	89
DB00356	DB00476	89
DB01002	DB00091	89
DB00907	DB01601	89
DB01628	DB01012	89
DB11995	DB06595	89
DB01628	DB01015	89
DB08918	DB01015	89
DB00914	DB00705	89
DB01175	DB01156	89
DB00318	DB14033	89
DB05381	DB00246	89
DB09297	DB00976	89
DB00327	DB01149	89
DB00469	DB01101	89
DB01544	DB01601	89
DB00869	DB00176	89
DB00869	DB00177	89
DB00531	DB01012	89
DB08901	DB00482	89
DB00589	DB01168	89
DB08901	DB00486	89
DB00531	DB01015	89
DB09123	DB00227	89
DB00647	DB00176	89
DB01195	DB00349	89
DB01263	DB01026	89
DB01114	DB00257	89
DB00349	DB00263	89
DB01114	DB00254	89
DB06738	DB12332	89
DB08910	DB09120	89
DB08918	DB01012	89
DB04574	DB00705	89
DB00185	DB01151	89
DB00185	DB01156	89
DB00216	DB00177	89
DB08860	DB05219	89
DB01587	DB00619	89
DB00381	DB04855	89
DB01069	DB00257	89
DB01420	DB00343	89
DB09082	DB00227	89
DB00622	DB00472	89
DB09082	DB00220	89
DB00708	DB04855	89
DB13946	DB09054	89
DB00245	DB00257	89
DB01075	DB09119	89
DB01075	DB09118	89
DB06292	DB00477	89
DB06292	DB00472	89
DB01223	DB00619	89
DB01591	DB12332	89
DB00656	DB00243	89
DB00216	DB06697	89
DB09231	DB14033	89
DB00297	DB04855	89
DB09048	DB09198	89
DB00571	DB00343	89
DB06626	DB00176	89
DB09048	DB01075	89
DB00762	DB00343	89
DB09167	DB00857	89
DB06712	DB04855	89
DB00177	DB11672	89
DB00584	DB00176	89
DB00185	DB00208	89
DB08896	DB00203	89
DB06737	DB12332	89
DB08896	DB00208	89
DB00185	DB00203	89
DB01023	DB00976	89
DB11637	DB00283	89
DB00637	DB00503	89
DB00637	DB00501	89
DB11637	DB00285	89
DB00496	DB00283	89
DB11637	DB00289	89
DB00496	DB00289	89
DB04841	DB00997	89
DB09080	DB00263	89
DB00589	DB00780	89
DB00339	DB00379	89
DB00398	DB08865	89
DB11641	DB09054	89
DB04871	DB09198	89
DB13953	DB00705	89
DB00365	DB01319	89
DB00313	DB12332	89
DB00213	DB09054	89
DB00207	DB09065	89
DB06268	DB00549	89
DB00435	DB09120	89
DB00344	DB01026	89
DB00835	DB04572	89
DB01097	DB00208	89
DB01097	DB00207	89
DB01097	DB00205	89
DB01097	DB00203	89
DB01248	DB00343	89
DB01097	DB00201	89
DB00656	DB01118	89
DB05109	DB01075	89
DB00624	DB08873	89
DB01136	DB01012	89
DB01410	DB00582	89
DB00796	DB01101	89
DB08893	DB01263	89
DB00972	DB09291	89
DB00499	DB05521	89
DB00724	DB09198	89
DB00872	DB00196	89
DB09389	DB00227	89
DB09389	DB00224	89
DB00497	DB00622	89
DB13874	DB04871	89
DB04841	DB00338	89
DB01072	DB01029	89
DB01072	DB01026	89
DB01104	DB00745	89
DB09082	DB00224	89
DB04841	DB00333	89
DB01036	DB00169	89
DB00584	DB06636	89
DB00482	DB09074	89
DB01601	DB11672	89
DB06725	DB01101	89
DB11817	DB00203	89
DB12010	DB00208	89
DB00420	DB01211	89
DB06414	DB06413	89
DB13874	DB00379	89
DB11817	DB00208	89
DB00373	DB00468	89
DB00201	DB00176	89
DB00201	DB00177	89
DB00321	DB09074	89
DB00672	DB00273	89
DB00947	DB04868	89
DB00262	DB00208	89
DB00262	DB00207	89
DB00361	DB09074	89
DB00262	DB00201	89
DB01124	DB09119	89
DB04846	DB01026	89
DB13953	DB01072	89
DB01138	DB01259	89
DB00602	DB01167	89
DB00745	DB01026	89
DB00678	DB00976	89
DB01105	DB01149	89
DB00783	DB00705	89
DB12483	DB05521	89
DB00744	DB05521	89
DB01191	DB04868	89
DB00582	DB09238	89
DB01192	DB00857	89
DB08439	DB00254	89
DB00261	DB09120	89
DB00482	DB00398	89
DB13955	DB01072	89
DB01035	DB00496	89
DB01142	DB05521	89
DB01429	DB00268	89
DB00343	DB00722	89
DB06209	DB00359	89
DB00924	DB06708	89
DB00404	DB00257	89
DB00472	DB09054	89
DB08932	DB00254	89
DB12161	DB00169	89
DB00969	DB00227	89
DB08932	DB00257	89
DB05039	DB01118	89
DB01380	DB00091	89
DB00541	DB01072	89
DB00972	DB09120	89
DB00960	DB00715	89
DB04898	DB00678	89
DB13944	DB01171	89
DB06203	DB01026	89
DB00496	DB08865	89
DB00586	DB01685	89
DB00337	DB00285	89
DB00918	DB01241	89
DB00337	DB00283	89
DB01114	DB08865	89
DB00337	DB00289	89
DB12332	DB00207	89
DB06267	DB01263	89
DB00672	DB00188	89
DB00533	DB01124	89
DB12332	DB00203	89
DB12332	DB00201	89
DB00533	DB01129	89
DB00705	DB01211	89
DB12332	DB00208	89
DB00842	DB00208	89
DB00842	DB00203	89
DB00195	DB00349	89
DB01256	DB00619	89
DB00794	DB09118	89
DB00213	DB05521	89
DB00321	DB01101	89
DB00477	DB01026	89
DB01142	DB00582	89
DB01016	DB08816	89
DB12267	DB00482	89
DB12267	DB00486	89
DB00945	DB04868	89
DB01079	DB09039	89
DB00177	DB01101	89
DB00363	DB00359	89
DB01195	DB00622	89
DB04840	DB04855	89
DB01392	DB00283	89
DB01392	DB00285	89
DB00783	DB06414	89
DB01087	DB01149	89
DB01392	DB00289	89
DB00682	DB00678	89
DB00744	DB00544	89
DB01349	DB01167	89
DB00245	DB00932	89
DB09183	DB00283	89
DB00835	DB00661	89
DB00744	DB00549	89
DB09183	DB00289	89
DB09195	DB00476	89
DB01198	DB00177	89
DB00738	DB00440	89
DB00246	DB09120	89
DB06701	DB00238	89
DB01192	DB04868	89
DB00738	DB00446	89
DB00924	DB00705	89
DB06701	DB06697	89
DB01242	DB00420	89
DB00918	DB00625	89
DB00318	DB00188	89
DB00918	DB00622	89
DB00615	DB01321	89
DB00321	DB00270	89
DB00495	DB00177	89
DB00495	DB00176	89
DB01126	DB00270	89
DB01037	DB01264	89
DB01037	DB01263	89
DB00953	DB09167	89
DB00997	DB01012	89
DB00425	DB01601	89
DB01197	DB09118	89
DB01551	DB00176	89
DB04871	DB00246	89
DB04871	DB00243	89
DB09101	DB00343	89
DB00495	DB00289	89
DB00495	DB00283	89
DB00495	DB00285	89
DB01227	DB00196	89
DB00570	DB06636	89
DB06268	DB00205	89
DB06148	DB00263	89
DB01075	DB00176	89
DB01075	DB00177	89
DB06700	DB01264	89
DB00608	DB01132	89
DB06268	DB00208	89
DB09061	DB01104	89
DB09061	DB01101	89
DB11915	DB01263	89
DB01191	DB00333	89
DB01392	DB09074	89
DB00356	DB00705	89
DB00193	DB00263	89
DB09297	DB00289	89
DB05541	DB08873	89
DB00425	DB00188	89
DB00571	DB00745	89
DB00620	DB01601	89
DB09068	DB04868	89
DB12332	DB00582	89
DB13941	DB01232	89
DB00296	DB08873	89
DB00744	DB09198	89
DB00234	DB01211	89
DB06204	DB01241	89
DB01107	DB00257	89
DB00193	DB00199	89
DB00250	DB05521	89
DB06204	DB00195	89
DB06204	DB00196	89
DB13941	DB00188	89
DB00361	DB01242	89
DB00661	DB06413	89
DB00947	DB06636	89
DB06803	DB00176	89
DB06803	DB00177	89
DB11362	DB11672	89
DB00395	DB09120	89
DB11581	DB09054	89
DB00637	DB00502	89
DB00496	DB00285	89
DB00481	DB01072	89
DB04938	DB06636	89
DB00455	DB01149	89
DB09061	DB00270	89
DB09061	DB00273	89
DB06739	DB00661	89
DB00715	DB06595	89
DB01418	DB00270	89
DB01179	DB00188	89
DB01418	DB00273	89
DB00850	DB00745	89
DB01418	DB00277	89
DB11614	DB00224	89
DB11614	DB00227	89
DB11614	DB00220	89
DB00469	DB00313	89
DB11614	DB00195	89
DB00250	DB00549	89
DB00731	DB00501	89
DB00731	DB00503	89
DB00731	DB00502	89
DB11799	DB12332	89
DB01601	DB14033	89
DB00812	DB00227	89
DB00812	DB00224	89
DB00708	DB12332	89
DB00482	DB00188	89
DB01420	DB12332	89
DB09102	DB00188	89
DB00379	DB01175	89
DB00983	DB00257	89
DB06217	DB00238	89
DB01424	DB00268	89
DB01576	DB00503	89
DB01576	DB00502	89
DB00943	DB00313	89
DB09291	DB01072	89
DB01424	DB00263	89
DB01624	DB11642	89
DB01159	DB00420	89
DB01424	DB00264	89
DB00250	DB00091	89
DB13456	DB00285	89
DB09080	DB00582	89
DB13456	DB00283	89
DB01036	DB00446	89
DB01067	DB06595	89
DB13456	DB00289	89
DB01036	DB00440	89
DB01018	DB00468	89
DB00593	DB08865	89
DB11613	DB00220	89
DB11613	DB00227	89
DB00916	DB00661	89
DB11613	DB00224	89
DB01261	DB01129	89
DB00682	DB00486	89
DB01628	DB09167	89
DB01268	DB09054	89
DB01268	DB09056	89
DB00514	DB05521	89
DB00934	DB01026	89
DB00214	DB00412	89
DB06739	DB01132	89
DB00343	DB00582	89
DB00528	DB00289	89
DB01151	DB00238	89
DB00528	DB00285	89
DB09555	DB12332	89
DB00528	DB00283	89
DB00468	DB06413	89
DB00185	DB01319	89
DB13955	DB09120	89
DB00864	DB00334	89
DB00455	DB00363	89
DB00757	DB01095	89
DB00757	DB01097	89
DB04871	DB08865	89
DB11995	DB09054	89
DB00623	DB01601	89
DB00977	DB00661	89
DB00567	DB00907	89
DB00567	DB00908	89
DB06738	DB01151	89
DB05541	DB01601	89
DB01183	DB00227	89
DB01183	DB00224	89
DB01183	DB00220	89
DB01131	DB14033	89
DB00628	DB00320	89
DB01177	DB01075	89
DB00539	DB00268	89
DB06217	DB00907	89
DB00546	DB00446	89
DB06217	DB00908	89
DB01544	DB00398	89
DB00943	DB08873	89
DB05109	DB00501	89
DB06207	DB00283	89
DB05109	DB00503	89
DB05109	DB00502	89
DB06207	DB00289	89
DB00295	DB00675	89
DB04845	DB00619	89
DB09048	DB00501	89
DB01418	DB00091	89
DB01104	DB06636	89
DB00295	DB00678	89
DB00295	DB00679	89
DB01219	DB08865	89
DB00278	DB00263	89
DB11817	DB01118	89
DB00213	DB00277	89
DB00356	DB09167	89
DB14033	DB00322	89
DB08907	DB00254	89
DB12010	DB01319	89
DB08907	DB00257	89
DB01589	DB00622	89
DB00857	DB00440	89
DB00857	DB00446	89
DB01159	DB09198	89
DB03128	DB00176	89
DB01037	DB00678	89
DB01037	DB00675	89
DB00602	DB00091	89
DB00276	DB01403	89
DB00688	DB00625	89
DB00783	DB09120	89
DB01253	DB01149	89
DB00245	DB09167	89
DB00850	DB04871	89
DB11614	DB08893	89
DB01589	DB01232	89
DB01357	DB05812	89
DB01236	DB01211	89
DB06736	DB00398	89
DB11274	DB00582	89
DB08883	DB09074	89
DB00877	DB00208	89
DB00877	DB00203	89
DB00604	DB14033	89
DB04844	DB09238	89
DB00866	DB01104	89
DB01041	DB01101	89
DB00475	DB00264	89
DB00475	DB00263	89
DB01041	DB01104	89
DB08912	DB00257	89
DB08912	DB00254	89
DB00358	DB01072	89
DB13874	DB00176	89
DB13874	DB00177	89
DB01085	DB00343	89
DB04938	DB00091	89
DB01171	DB08893	89
DB00342	DB00363	89
DB00370	DB00412	89
DB00980	DB00300	89
DB00377	DB00503	89
DB00377	DB00502	89
DB00377	DB00501	89
DB00496	DB00951	89
DB06414	DB06595	89
DB00909	DB00091	89
DB01037	DB01101	89
DB11581	DB00176	89
DB01065	DB01026	89
DB01065	DB01029	89
DB00541	DB05521	89
DB00420	DB09198	89
DB08875	DB00486	89
DB01708	DB00196	89
DB01708	DB00199	89
DB00843	DB00619	89
DB00502	DB00661	89
DB00201	DB09120	89
DB00829	DB00446	89
DB01559	DB01151	89
DB00829	DB00440	89
DB00946	DB01232	89
DB06605	DB00625	89
DB06605	DB00622	89
DB00490	DB00270	89
DB01621	DB00752	89
DB00541	DB01149	89
DB05676	DB01149	89
DB08828	DB05812	89
DB13874	DB06636	89
DB06145	DB14033	89
DB00317	DB00091	89
DB01065	DB01685	89
DB00496	DB01601	89
DB00831	DB09167	89
DB00960	DB00908	89
DB00773	DB00270	89
DB00960	DB00907	89
DB00773	DB00277	89
DB00280	DB01072	89
DB01141	DB00323	89
DB00624	DB09198	89
DB01065	DB00379	89
DB01628	DB00243	89
DB01241	DB01167	89
DB00744	DB01072	89
DB00580	DB01263	89
DB00678	DB00400	89
DB00580	DB01264	89
DB00317	DB00320	89
DB01559	DB00208	89
DB00342	DB01104	89
DB11995	DB06414	89
DB01221	DB01241	89
DB01559	DB00203	89
DB00943	DB00857	89
DB01041	DB12332	89
DB01551	DB08893	89
DB00960	DB01075	89
DB00997	DB01104	89
DB01426	DB00420	89
DB04841	DB14033	89
DB00849	DB00715	89
DB01126	DB12332	89
DB00622	DB00176	89
DB00759	DB08873	89
DB00320	DB01171	89
DB13946	DB00582	89
DB00740	DB00379	89
DB01058	DB00622	89
DB09225	DB00243	89
DB08901	DB01129	89
DB00655	DB00215	89
DB00622	DB09054	89
DB00370	DB09054	89
DB05541	DB00215	89
DB00622	DB01263	89
DB05541	DB00213	89
DB00906	DB06636	89
DB00843	DB00907	89
DB01621	DB04855	89
DB01283	DB00338	89
DB01228	DB00468	89
DB09082	DB00582	89
DB08798	DB00313	89
DB01263	DB09065	89
DB01426	DB00285	89
DB01426	DB00283	89
DB00514	DB01156	89
DB01426	DB00289	89
DB04948	DB01156	89
DB01577	DB01601	89
DB00295	DB01263	89
DB00690	DB00184	89
DB00612	DB09054	89
DB00580	DB05219	89
DB09048	DB00264	89
DB00361	DB04855	89
DB00629	DB00215	89
DB00690	DB00188	89
DB01028	DB14033	89
DB06209	DB01097	89
DB06209	DB01095	89
DB00962	DB01118	89
DB01184	DB00678	89
DB00213	DB01319	89
DB01050	DB00203	89
DB01216	DB00220	89
DB01050	DB00205	89
DB01050	DB00208	89
DB00991	DB00705	89
DB00818	DB01167	89
DB00185	DB00907	89
DB01242	DB06595	89
DB01242	DB00501	89
DB00476	DB00349	89
DB01242	DB00503	89
DB01242	DB00502	89
DB00337	DB01601	89
DB09183	DB00951	89
DB00784	DB00678	89
DB00344	DB00238	89
DB00784	DB00675	89
DB00570	DB00951	89
DB05109	DB00268	89
DB01023	DB00582	89
DB05109	DB00264	89
DB09183	DB05521	89
DB05109	DB00263	89
DB01431	DB00208	89
DB00734	DB00496	89
DB01431	DB00203	89
DB00347	DB00313	89
DB00261	DB00300	89
DB01420	DB01601	89
DB01124	DB09118	89
DB01171	DB00678	89
DB01103	DB04868	89
DB01071	DB00468	89
DB00665	DB01104	89
DB00359	DB01149	89
DB01136	DB01087	89
DB00316	DB00752	89
DB11712	DB09074	89
DB01036	DB01156	89
DB00268	DB00343	89
DB06148	DB08893	89
DB12332	DB00468	89
DB01036	DB01151	89
DB00869	DB01072	89
DB09068	DB01167	89
DB00635	DB01319	89
DB00472	DB01403	89
DB09068	DB01168	89
DB00751	DB09054	89
DB00568	DB00379	89
DB01296	DB00184	89
DB01296	DB00188	89
DB00495	DB04855	89
DB01551	DB00661	89
DB00818	DB00220	89
DB00946	DB09065	89
DB01016	DB00446	89
DB11828	DB00343	89
DB09183	DB01601	89
DB04835	DB09074	89
DB00637	DB00333	89
DB00185	DB08865	89
DB09026	DB00270	89
DB00188	DB00379	89
DB01558	DB00320	89
DB00988	DB01097	89
DB00988	DB01095	89
DB13955	DB00268	89
DB06292	DB01403	89
DB01062	DB00270	89
DB13955	DB00263	89
DB00153	DB00976	89
DB00635	DB00199	89
DB00518	DB01149	89
DB00481	DB00263	89
DB00608	DB01167	89
DB01138	DB00338	89
DB00234	DB14033	89
DB00836	DB01263	89
DB08918	DB00264	89
DB08918	DB00263	89
DB00297	DB00263	89
DB06292	DB05521	89
DB01628	DB00907	89
DB00588	DB00203	89
DB01060	DB00257	89
DB01628	DB00908	89
DB01159	DB00220	89
DB00588	DB00208	89
DB01159	DB00224	89
DB01357	DB00678	89
DB05381	DB11672	89
DB01029	DB01124	89
DB01036	DB00289	89
DB01036	DB00285	89
DB01036	DB00283	89
DB01018	DB00263	89
DB11641	DB01167	89
DB01396	DB09054	89
DB13944	DB00188	89
DB06216	DB09065	89
DB00343	DB01685	89
DB00543	DB00238	89
DB00541	DB00661	89
DB00533	DB00196	89
DB06414	DB09065	89
DB00533	DB00199	89
DB00316	DB04855	89
DB00277	DB01059	89
DB06016	DB08865	89
DB08816	DB00176	89
DB09291	DB00224	89
DB00201	DB01072	89
DB13955	DB01132	89
DB00738	DB01072	89
DB00860	DB00246	89
DB00738	DB01075	89
DB00972	DB01263	89
DB01194	DB09074	89
DB01104	DB00283	89
DB00741	DB01167	89
DB01104	DB00281	89
DB06209	DB00257	89
DB06697	DB01685	89
DB00214	DB00169	89
DB01357	DB00091	89
DB01104	DB00289	89
DB00533	DB00440	89
DB00373	DB00169	89
DB00571	DB04871	89
DB06712	DB00091	89
DB12026	DB01232	89
DB00490	DB01211	89
DB00908	DB00359	89
DB00647	DB09065	89
DB00177	DB00176	89
DB01110	DB01118	89
DB00914	DB04871	89
DB12070	DB00458	89
DB00731	DB01167	89
DB01424	DB00932	89
DB00222	DB06414	89
DB00755	DB11672	89
DB01221	DB00196	89
DB01221	DB00199	89
DB12267	DB01129	89
DB13456	DB05521	89
DB12278	DB09074	89
DB00503	DB00254	89
DB00911	DB08873	89
DB00503	DB00257	89
DB01206	DB01104	89
DB00321	DB00349	89
DB01221	DB00224	89
DB01221	DB00227	89
DB01221	DB00220	89
DB00541	DB00976	89
DB08816	DB06636	89
DB06710	DB01319	89
DB00623	DB09039	89
DB01412	DB00176	89
DB00499	DB00215	89
DB00499	DB00213	89
DB00814	DB00625	89
DB01166	DB00608	89
DB00814	DB00622	89
DB00622	DB08880	89
DB00990	DB00343	89
DB00328	DB01118	89
DB00705	DB00752	89
DB04871	DB01012	89
DB12001	DB01319	89
DB01412	DB00281	89
DB13456	DB01601	89
DB05381	DB00208	89
DB06155	DB00227	89
DB06155	DB00224	89
DB14019	DB00285	89
DB14019	DB00283	89
DB06155	DB00220	89
DB00540	DB08865	89
DB05381	DB00203	89
DB05381	DB00205	89
DB14019	DB00289	89
DB00768	DB00705	89
DB00495	DB00322	89
DB00983	DB00472	89
DB00983	DB00477	89
DB01261	DB00263	89
DB13941	DB01685	89
DB00997	DB09039	89
DB00701	DB01167	89
DB03756	DB00678	89
DB00690	DB09065	89
DB06738	DB11672	89
DB00546	DB05521	89
DB00318	DB00227	89
DB00679	DB00379	89
DB00318	DB00220	89
DB01087	DB00661	89
DB00717	DB04868	89
DB01128	DB01072	89
DB00333	DB01029	89
DB00333	DB01023	89
DB00490	DB04868	89
DB01156	DB09198	89
DB00683	DB00289	89
DB00683	DB00285	89
DB00683	DB00283	89
DB01131	DB00188	89
DB06710	DB00199	89
DB00744	DB00338	89
DB01131	DB00184	89
DB06710	DB00196	89
DB09068	DB00359	89
DB00543	DB12332	89
DB00904	DB00091	89
DB00446	DB00951	89
DB01559	DB01319	89
DB00656	DB09291	89
DB00749	DB01118	89
DB01167	DB11672	89
DB00324	DB00976	89
DB00247	DB00614	89
DB00307	DB01601	89
DB01591	DB01118	89
DB00250	DB00976	89
DB00768	DB01072	89
DB01591	DB01110	89
DB12001	DB04855	89
DB01409	DB00176	89
DB01380	DB01264	89
DB08860	DB00205	89
DB00136	DB04868	89
DB01115	DB01211	89
DB12001	DB00196	89
DB06738	DB01118	89
DB00897	DB00320	89
DB06710	DB09054	89
DB00220	DB00951	89
DB00469	DB06595	89
DB12001	DB00199	89
DB00836	DB14033	89
DB00863	DB00338	89
DB05812	DB00196	89
DB06738	DB00243	89
DB06738	DB00246	89
DB00490	DB00705	89
DB00280	DB09074	89
DB00404	DB09065	89
DB09061	DB01319	89
DB00356	DB00932	89
DB11712	DB01264	89
DB00185	DB00196	89
DB14011	DB00549	89
DB00553	DB00619	89
DB14011	DB00544	89
DB00661	DB00722	89
DB00751	DB00857	89
DB09291	DB00263	89
DB12278	DB00270	89
DB01274	DB00608	89
DB00433	DB00270	89
DB00612	DB06708	89
DB12026	DB00625	89
DB00490	DB06708	89
DB00294	DB01211	89
DB00857	DB00263	89
DB04948	DB00446	89
DB01067	DB11672	89
DB00333	DB00857	89
DB01221	DB14033	89
DB01591	DB00243	89
DB00857	DB00268	89
DB01037	DB00997	89
DB06803	DB00705	89
DB00802	DB00619	89
DB06770	DB00246	89
DB06770	DB00243	89
DB00724	DB04855	89
DB00997	DB04868	89
DB04938	DB01097	89
DB04938	DB01095	89
DB01154	DB01118	89
DB01179	DB06414	89
DB00468	DB00300	89
DB05381	DB08816	89
DB00812	DB00582	89
DB00916	DB00257	89
DB00916	DB00254	89
DB01544	DB01095	89
DB01544	DB01097	89
DB01424	DB00549	89
DB05812	DB00224	89
DB05812	DB00227	89
DB00870	DB00625	89
DB00870	DB00622	89
DB00454	DB00254	89
DB00454	DB00257	89
DB01012	DB00270	89
DB00296	DB09074	89
DB01396	DB01149	89
DB00788	DB00398	89
DB01183	DB00582	89
DB13946	DB00213	89
DB00773	DB00661	89
DB13946	DB00215	89
DB00731	DB00715	89
DB00934	DB11642	89
DB04845	DB00176	89
DB00991	DB01015	89
DB04845	DB00289	89
DB00889	DB00203	89
DB00751	DB00661	89
DB00889	DB00208	89
DB04574	DB00199	89
DB00617	DB00188	89
DB00943	DB00501	89
DB00943	DB00502	89
DB00623	DB00496	89
DB00617	DB00184	89
DB01221	DB08880	89
DB00281	DB09074	89
DB00377	DB09120	89
DB01349	DB00257	89
DB01349	DB00254	89
DB05271	DB01171	89
DB00745	DB01232	89
DB00814	DB08873	89
DB00468	DB00349	89
DB04938	DB00320	89
DB12070	DB00246	89
DB00214	DB00208	89
DB00214	DB00205	89
DB06267	DB01264	89
DB06403	DB05812	89
DB09048	DB00715	89
DB00374	DB00169	89
DB06770	DB09074	89
DB00589	DB00661	89
DB00499	DB01601	89
DB03128	DB01104	89
DB00276	DB00257	89
DB00250	DB00289	89
DB00455	DB06708	89
DB01234	DB00246	89
DB00471	DB01211	89
DB00313	DB01015	89
DB06217	DB09238	89
